"SE3","SE3(-1)","SE3(-2)","SE3(-3)","SE3(-7)","Air Temperature SE1(-1)","Air Temperature SE2(-1)","Air Temperature SE3(-1)","Air Temperature SE4(-1)","Air Temperature SE1(-7)","Air Temperature SE2(-7)","Air Temperature SE3(-7)","Air Temperature SE4(-7)","Air Temperature SE1(+1)","Air Temperature SE2(+1)","Air Temperature SE3(+1)","Air Temperature SE4(+1)","Windspeed SE1(-1)","Windspeed SE2(-1)","Windspeed SE3(-1)","Windspeed SE4(-1)","Windspeed SE1(-7)","Windspeed SE2(-7)","Windspeed SE3(-7)","Windspeed SE4(-7)","Windspeed SE1(+1)","Windspeed SE2(+1)","Windspeed SE3(+1)","Windspeed SE4(+1)","Percipitation SE1(-1)","Percipitation SE2(-1)","Percipitation SE3(-1)","Percipitation SE4(-1)","Percipitation SE1(-7)","Percipitation SE2(-7)","Percipitation SE3(-7)","Percipitation SE4(-7)","Percipitation SE1(+1)","Percipitation SE2(+1)","Percipitation SE3(+1)","Percipitation SE4(+1)","Diesel(-1)","Diesel(-7)","Diesel(+1)","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Date"
31.057916666666667,0,0,0,0,0,0,0,0,0,0,0,0,-10.211119142101287,-9.471219488279807,-0.004935914411033554,3.065089447463768,0,0,0,0,0,0,0,0,2.6430985449735456,2.066269841269841,3.510219830390883,4.411787280701754,0,0,0,0,0,0,0,0,0.014285714285714287,0,1.2833333333333332,1.3333333333333335,0,0,13.84,0,0,0,0,1,0,0,"2017-03-03T00:00"
30.170833333333334,31.057916666666667,0,0,0,-10.339439720332576,-6.971973725698289,0.8294872583778818,3.4737814475046314,0,0,0,0,-13.217933673469386,-11.898819713608958,-2.1470333056089834,2.2021266821946175,2.707384064737006,1.7865079365079368,2.9246820239583395,5.001337719298245,0,0,0,0,1.8830456349206348,2.39064072783585,6.507209216222374,7.951378968253966,0.02857142857142857,0.1,2.5749999999999997,1.9333333333333333,0,0,0,0,0,0.1,1.1916666666666664,3.9333333333333336,13.84,0,13.84,0,0,0,0,0,1,0,"2017-03-04T00:00"
28.410000000000004,30.170833333333334,31.057916666666667,0,0,-10.211119142101287,-9.471219488279807,-0.004935914411033554,3.065089447463768,0,0,0,0,-15.265903194611173,-12.570935039067304,-2.8103726834229152,-0.0008390484817115268,2.6430985449735456,2.066269841269841,3.510219830390883,4.411787280701754,0,0,0,0,1.2821852629940869,2.369444444444444,6.607135708589657,7.748346908939014,0.014285714285714287,0,1.2833333333333332,1.3333333333333335,0,0,0,0,0,0.1,0.5333333333333332,0.26666666666666666,13.84,0,13.84,0,0,0,0,0,0,1,"2017-03-05T00:00"
33.115833333333335,28.410000000000004,30.170833333333334,31.057916666666667,0,-13.217933673469386,-11.898819713608958,-2.1470333056089834,2.2021266821946175,0,0,0,0,-15.17016573611768,-10.755109030853944,-3.5823402617585485,-1.4024217671670118,1.8830456349206348,2.39064072783585,6.507209216222374,7.951378968253966,0,0,0,0,1.516246445547916,3.1497677119628342,4.983191780125992,4.852122493734336,0,0.1,1.1916666666666664,3.9333333333333336,0,0,0,0,0.014285714285714289,0.1,3.025,0.5333333333333333,13.84,0,13.84,1,0,0,0,0,0,0,"2017-03-06T00:00"
41.635,33.115833333333335,28.410000000000004,30.170833333333334,0,-15.265903194611173,-12.570935039067304,-2.8103726834229152,-0.0008390484817115268,0,0,0,0,-9.696177387621715,-7.426106650670604,-2.5257157718785237,0.09499013328157366,1.2821852629940869,2.369444444444444,6.607135708589657,7.748346908939014,0,0,0,0,2.2649703972498094,2.482503387533875,3.3978811469171957,4.53266551796157,0,0.1,0.5333333333333332,0.26666666666666666,0,0,0,0,3.528571428571429,3.4,1.2499999999999998,1,13.84,0,13.84,0,1,0,0,0,0,0,"2017-03-07T00:00"
33.805833333333325,41.635,33.115833333333335,28.410000000000004,0,-15.17016573611768,-10.755109030853944,-3.5823402617585485,-1.4024217671670118,0,0,0,0,-8.245444538926682,-5.3408713816599,1.5526731204044273,3.4159146933229816,1.516246445547916,3.1497677119628342,4.983191780125992,4.852122493734336,0,0,0,0,1.8183059056956115,2.4897033038021408,3.6847769813559283,3.5599561403508773,0.014285714285714289,0.1,3.025,0.5333333333333333,0,0,0,0,1.7142857142857144,0,0.6000000000000001,0.4,13.84,0,13.84,0,0,1,0,0,0,0,"2017-03-08T00:00"
32.217083333333335,33.805833333333325,41.635,33.115833333333335,0,-9.696177387621715,-7.426106650670604,-2.5257157718785237,0.09499013328157366,0,0,0,0,-7.000180418126847,-3.9356225775193803,1.2704324329342227,3.4737966377674256,2.2649703972498094,2.482503387533875,3.3978811469171957,4.53266551796157,0,0,0,0,2.4958484264918095,2.780548634182355,2.6537498433519358,4.140667231805002,3.528571428571429,3.4,1.2499999999999998,1,0,0,0,0,1.1285714285714286,0,0.5333333333333333,0.03333333333333333,13.84,0,13.84,0,0,0,1,0,0,0,"2017-03-09T00:00"
31.58291666666667,32.217083333333335,33.805833333333325,41.635,31.057916666666667,-8.245444538926682,-5.3408713816599,1.5526731204044273,3.4159146933229816,-10.339439720332576,-6.971973725698289,0.8294872583778818,3.4737814475046314,-3.535090702947846,-2.645970991755876,0.08140094771440157,2.075370891563147,1.8183059056956115,2.4897033038021408,3.6847769813559283,3.5599561403508773,2.707384064737006,1.7865079365079368,2.9246820239583395,5.001337719298245,3.6050589402427637,2.8034883720930233,1.8904654630180948,1.943651315789474,1.7142857142857144,0,0.6000000000000001,0.4,0.02857142857142857,0.1,2.5749999999999997,1.9333333333333333,1.0857142857142856,0,0.05000000000000001,0,13.84,13.84,13.84,0,0,0,0,1,0,0,"2017-03-10T00:00"
31.065833333333334,31.58291666666667,32.217083333333335,33.805833333333325,30.170833333333334,-7.000180418126847,-3.9356225775193803,1.2704324329342227,3.4737966377674256,-10.211119142101287,-9.471219488279807,-0.004935914411033554,3.065089447463768,-2.2576318027210887,-0.5398709548418854,1.477782192625246,0.8156420376121465,2.4958484264918095,2.780548634182355,2.6537498433519358,4.140667231805002,2.6430985449735456,2.066269841269841,3.510219830390883,4.411787280701754,2.254779411764706,2.363062938353636,2.6487818409660515,2.4066447368421047,1.1285714285714286,0,0.5333333333333333,0.03333333333333333,0.014285714285714287,0,1.2833333333333332,1.3333333333333335,0.5142857142857142,0,0.04166666666666667,0,13.84,13.84,13.84,0,0,0,0,0,1,0,"2017-03-11T00:00"
29.120416666666664,31.065833333333334,31.58291666666667,32.217083333333335,28.410000000000004,-3.535090702947846,-2.645970991755876,0.08140094771440157,2.075370891563147,-13.217933673469386,-11.898819713608958,-2.1470333056089834,2.2021266821946175,-2.3914800642479217,-0.08029821505475583,2.0982448373437443,2.3470224616114557,3.6050589402427637,2.8034883720930233,1.8904654630180948,1.943651315789474,1.8830456349206348,2.39064072783585,6.507209216222374,7.951378968253966,2.590752801120448,2.7184108527131787,3.634671568612357,3.0156250000000004,1.0857142857142856,0,0.05000000000000001,0,0,0.1,1.1916666666666664,3.9333333333333336,2.714285714285714,0,0.09999999999999996,0,13.84,13.84,13.84,0,0,0,0,0,0,1,"2017-03-12T00:00"
